,year,name,gender,count
316,1880,Angeline,F,25
317,1880,Docia,F,25
318,1880,Ettie,F,25
319,1880,Flossie,F,25
320,1880,Hanna,F,25
321,1880,Letha,F,25
322,1880,Minta,F,25
323,1880,Retta,F,25
324,1880,Rosella,F,25
325,1880,Adah,F,24
326,1880,Berta,F,24
327,1880,Elisabeth,F,24
328,1880,Elise,F,24
329,1880,Goldie,F,24
330,1880,Leola,F,24
331,1880,Margret,F,24
332,1880,Adaline,F,23
333,1880,Floy,F,23
334,1880,Idella,F,23
335,1880,Juanita,F,23
336,1880,Lenna,F,23
337,1880,Lucie,F,23
338,1880,Missouri,F,23
339,1880,Nola,F,23
340,1880,Zoe,F,23
341,1880,Eda,F,22
342,1880,Isabell,F,22
343,1880,James,F,22
344,1880,Julie,F,22
345,1880,Letitia,F,22
346,1880,Madeline,F,22
347,1880,Malissa,F,22
348,1880,Mariah,F,22
349,1880,Pattie,F,22
350,1880,Vivian,F,22
351,1880,Almeda,F,21
352,1880,Aurelia,F,21
353,1880,Claire,F,21
354,1880,Dolly,F,21
355,1880,Hazel,F,21
356,1880,Jannie,F,21
357,1880,Kathleen,F,21
358,1880,Kathrine,F,21
359,1880,Lavinia,F,21
360,1880,Marietta,F,21
361,1880,Melvina,F,21
362,1880,Ona,F,21
363,1880,Pinkie,F,21
364,1880,Samantha,F,21
365,1880,Susanna,F,21
366,1880,Chloe,F,20
367,1880,Donnie,F,20
368,1880,Elsa,F,20
369,1880,Gladys,F,20
370,1880,Matie,F,20
371,1880,Pearle,F,20
372,1880,Vesta,F,20
373,1880,Vinnie,F,20
374,1880,Antoinette,F,19
375,1880,Clementine,F,19
376,1880,Edythe,F,19
377,1880,Harriette,F,19
378,1880,Libbie,F,19
379,1880,Lilian,F,19
380,1880,Lue,F,19
381,1880,Lutie,F,19
382,1880,Magdalena,F,19
383,1880,Meda,F,19
384,1880,Rita,F,19
385,1880,Tena,F,19
386,1880,Zelma,F,19
387,1880,Adelia,F,18
388,1880,Annetta,F,18
389,1880,Antonia,F,18
390,1880,Dona,F,18
391,1880,Elizebeth,F,18
392,1880,Georgianna,F,18
393,1880,Gracie,F,18
394,1880,Iona,F,18
395,1880,Lessie,F,18
396,1880,Leta,F,18
397,1880,Liza,F,18
398,1880,Mertie,F,18
399,1880,Molly,F,18
400,1880,Neva,F,18
401,1880,Oma,F,18
402,1880,Alida,F,17
403,1880,Alva,F,17
404,1880,Cecile,F,17
405,1880,Cleo,F,17
406,1880,Donna,F,17
407,1880,Ellie,F,17
408,1880,Ernestine,F,17
409,1880,Evie,F,17
410,1880,Frankie,F,17
411,1880,Helene,F,17
412,1880,Minna,F,17
413,1880,Myrta,F,17
414,1880,Prudence,F,17
415,1880,Queen,F,17
416,1880,Rilla,F,17
417,1880,Savannah,F,17
418,1880,Tessie,F,17
419,1880,Tina,F,17
420,1880,Agatha,F,16
421,1880,America,F,16
422,1880,Anita,F,16
423,1880,Arminta,F,16
424,1880,Dorothea,F,16
425,1880,Ira,F,16
426,1880,Luvenia,F,16
427,1880,Marjorie,F,16
428,1880,Maybelle,F,16
429,1880,Mellie,F,16
430,1880,Nan,F,16
431,1880,Pearlie,F,16
432,1880,Sidney,F,16
433,1880,Velma,F,16
434,1880,Clare,F,15
435,1880,Constance,F,15
436,1880,Dixie,F,15
437,1880,Ila,F,15
438,1880,Iola,F,15
439,1880,Jimmie,F,15
440,1880,Louvenia,F,15
441,1880,Lucia,F,15
442,1880,Ludie,F,15
443,1880,Luna,F,15
444,1880,Metta,F,15
445,1880,Patsy,F,15
446,1880,Phebe,F,15
447,1880,Sophronia,F,15
448,1880,Adda,F,14
449,1880,Avis,F,14
450,1880,Betsy,F,14
451,1880,Bonnie,F,14
452,1880,Cecil,F,14
453,1880,Cordie,F,14
454,1880,Emmaline,F,14
455,1880,Ethelyn,F,14
456,1880,Hortense,F,14
457,1880,June,F,14
458,1880,Louie,F,14
459,1880,Lovie,F,14
460,1880,Marcella,F,14
461,1880,Melinda,F,14
462,1880,Mona,F,14
463,1880,Odessa,F,14
464,1880,Veronica,F,14
465,1880,Aimee,F,13
466,1880,Annabel,F,13
467,1880,Ava,F,13
468,1880,Bella,F,13
469,1880,Carolina,F,13
470,1880,Cathrine,F,13
471,1880,Christena,F,13
472,1880,Clyde,F,13
473,1880,Dena,F,13
474,1880,Dolores,F,13
475,1880,Eleanore,F,13
476,1880,Elmira,F,13
477,1880,Fay,F,13
478,1880,Frank,F,13
479,1880,Jenny,F,13
480,1880,Kizzie,F,13
481,1880,Lonnie,F,13
482,1880,Loula,F,13
483,1880,Magdalene,F,13
484,1880,Mettie,F,13
485,1880,Mintie,F,13
486,1880,Peggy,F,13
487,1880,Reba,F,13
488,1880,Serena,F,13
489,1880,Vida,F,13
490,1880,Zada,F,13
491,1880,Abigail,F,12
492,1880,Celestine,F,12
493,1880,Celina,F,12
494,1880,Claudie,F,12
495,1880,Clemmie,F,12
496,1880,Connie,F,12
497,1880,Daisie,F,12
498,1880,Deborah,F,12
499,1880,Dessa,F,12
500,1880,Easter,F,12
501,1880,Eddie,F,12
502,1880,Emelia,F,12
503,1880,Emmie,F,12
504,1880,Imogene,F,12
505,1880,India,F,12
506,1880,Jeanne,F,12
507,1880,Joan,F,12
508,1880,Lenore,F,12
509,1880,Liddie,F,12
510,1880,Lotta,F,12
511,1880,Mame,F,12
512,1880,Nevada,F,12
513,1880,Rachael,F,12
514,1880,Robert,F,12
515,1880,Sina,F,12
516,1880,Willa,F,12
517,1880,Aline,F,11
518,1880,Beryl,F,11
519,1880,Charles,F,11
520,1880,Daisey,F,11
521,1880,Dorcas,F,11
522,1880,Edmonia,F,11
523,1880,Effa,F,11
524,1880,Eldora,F,11
525,1880,Eloise,F,11
526,1880,Emmer,F,11
527,1880,Era,F,11
528,1880,Gena,F,11
529,1880,Henry,F,11
530,1880,Iris,F,11
531,1880,Izora,F,11
532,1880,Lennie,F,11
533,1880,Lissie,F,11
534,1880,Mallie,F,11
535,1880,Malvina,F,11
536,1880,Mathilde,F,11
537,1880,Mazie,F,11
538,1880,Queenie,F,11
539,1880,Rosina,F,11
540,1880,Salome,F,11
541,1880,Theodora,F,11
542,1880,Therese,F,11
543,1880,Vena,F,11
544,1880,Wanda,F,11
545,1880,Wilda,F,11
546,1880,Altha,F,10
547,1880,Anastasia,F,10
548,1880,Besse,F,10
549,1880,Bird,F,10
550,1880,Birtie,F,10
551,1880,Clarissa,F,10
552,1880,Claude,F,10
553,1880,Delilah,F,10
554,1880,Diana,F,10
555,1880,Emelie,F,10
556,1880,Erna,F,10
557,1880,Fern,F,10
558,1880,Florida,F,10
559,1880,Frona,F,10
560,1880,Hilma,F,10
561,1880,Joseph,F,10
562,1880,Juliet,F,10
563,1880,Leonie,F,10
564,1880,Lugenia,F,10
565,1880,Mammie,F,10
566,1880,Manda,F,10
567,1880,Manerva,F,10
568,1880,Manie,F,10
569,1880,Nella,F,10
570,1880,Paulina,F,10
571,1880,Philomena,F,10
572,1880,Rae,F,10
573,1880,Selina,F,10
574,1880,Sena,F,10
575,1880,Theodosia,F,10
576,1880,Tommie,F,10
577,1880,Una,F,10
578,1880,Vernie,F,10
579,1880,Adela,F,9
580,1880,Althea,F,9
581,1880,Amalia,F,9
582,1880,Amber,F,9
583,1880,Angelina,F,9
584,1880,Annabelle,F,9
585,1880,Anner,F,9
586,1880,Arie,F,9
587,1880,Clarice,F,9
588,1880,Corda,F,9
589,1880,Corrie,F,9
590,1880,Dell,F,9
591,1880,Dellar,F,9
592,1880,Donie,F,9
593,1880,Doris,F,9
594,1880,Elda,F,9
595,1880,Elinor,F,9
596,1880,Emeline,F,9
597,1880,Emilia,F,9
598,1880,Esta,F,9
599,1880,Estell,F,9
600,1880,Etha,F,9
601,1880,Fred,F,9
602,1880,Hope,F,9
603,1880,Indiana,F,9
604,1880,Ione,F,9
605,1880,Jettie,F,9
606,1880,Johnnie,F,9
607,1880,Josiephine,F,9
608,1880,Kitty,F,9
609,1880,Lavina,F,9
610,1880,Leda,F,9
611,1880,Letta,F,9
612,1880,Mahala,F,9
613,1880,Marcia,F,9
614,1880,Margarette,F,9
615,1880,Maudie,F,9
616,1880,Maye,F,9
617,1880,Norah,F,9
618,1880,Oda,F,9
619,1880,Patty,F,9
620,1880,Paula,F,9
621,1880,Permelia,F,9
622,1880,Rosalia,F,9
623,1880,Roxanna,F,9
624,1880,Sula,F,9
625,1880,Vada,F,9
626,1880,Winnifred,F,9
627,1880,Adline,F,8
628,1880,Almira,F,8
629,1880,Alvena,F,8
630,1880,Arizona,F,8
631,1880,Becky,F,8
632,1880,Bennie,F,8
633,1880,Bernadette,F,8
634,1880,Camille,F,8
635,1880,Cordia,F,8
636,1880,Corine,F,8
637,1880,Dicie,F,8
638,1880,Dove,F,8
639,1880,Drusilla,F,8
640,1880,Elena,F,8
641,1880,Elenora,F,8
642,1880,Elmina,F,8
643,1880,Ethyl,F,8
644,1880,Evalyn,F,8
645,1880,Evelina,F,8
646,1880,Faye,F,8
647,1880,Huldah,F,8
648,1880,Idell,F,8
649,1880,Inga,F,8
650,1880,Irena,F,8
651,1880,Jewell,F,8
652,1880,Kattie,F,8
653,1880,Lavenia,F,8
654,1880,Leslie,F,8
655,1880,Lovina,F,8
656,1880,Lulie,F,8
657,1880,Magnolia,F,8
658,1880,Margeret,F,8
659,1880,Margery,F,8
660,1880,Media,F,8
661,1880,Millicent,F,8
662,1880,Nena,F,8
663,1880,Ocie,F,8
664,1880,Orilla,F,8
665,1880,Osie,F,8
666,1880,Pansy,F,8
667,1880,Ray,F,8
668,1880,Rosia,F,8
669,1880,Rowena,F,8
670,1880,Shirley,F,8
671,1880,Tabitha,F,8
672,1880,Thomas,F,8
673,1880,Verdie,F,8
674,1880,Walter,F,8
675,1880,Zetta,F,8
676,1880,Zoa,F,8
677,1880,Zona,F,8
678,1880,Albertina,F,7
679,1880,Albina,F,7
680,1880,Alyce,F,7
681,1880,Amie,F,7
682,1880,Angela,F,7
683,1880,Annis,F,7
684,1880,Carol,F,7
685,1880,Carra,F,7
686,1880,Clarence,F,7
687,1880,Clarinda,F,7
688,1880,Delphia,F,7
689,1880,Dillie,F,7
690,1880,Doshie,F,7
691,1880,Drucilla,F,7
692,1880,Etna,F,7
693,1880,Eugenie,F,7
694,1880,Eulalia,F,7
695,1880,Eve,F,7
696,1880,Felicia,F,7
697,1880,Florance,F,7
698,1880,Fronie,F,7
699,1880,Geraldine,F,7
700,1880,Gina,F,7
701,1880,Glenna,F,7
702,1880,Grayce,F,7
703,1880,Hedwig,F,7
704,1880,Jessica,F,7
705,1880,Jossie,F,7
706,1880,Katheryn,F,7
707,1880,Katy,F,7
708,1880,Lea,F,7
709,1880,Leanna,F,7
710,1880,Leitha,F,7
711,1880,Leone,F,7
712,1880,Lidie,F,7
713,1880,Loma,F,7
714,1880,Lular,F,7
715,1880,Magdalen,F,7
716,1880,Maymie,F,7
717,1880,Minervia,F,7
718,1880,Muriel,F,7
719,1880,Neppie,F,7
720,1880,Olie,F,7
721,1880,Onie,F,7
722,1880,Osa,F,7
723,1880,Otelia,F,7
724,1880,Paralee,F,7
725,1880,Patience,F,7
726,1880,Rella,F,7
727,1880,Rillie,F,7
728,1880,Rosanna,F,7
729,1880,Theo,F,7
730,1880,Tilda,F,7
731,1880,Tishie,F,7
732,1880,Tressa,F,7
733,1880,Viva,F,7
734,1880,Yetta,F,7
735,1880,Zena,F,7
736,1880,Zola,F,7
737,1880,Abby,F,6
738,1880,Aileen,F,6
739,1880,Alba,F,6
740,1880,Alda,F,6
741,1880,Alla,F,6
742,1880,Alverta,F,6
743,1880,Ara,F,6
744,1880,Ardelia,F,6
745,1880,Ardella,F,6
746,1880,Arrie,F,6
747,1880,Arvilla,F,6
748,1880,Augustine,F,6
749,1880,Aurora,F,6
750,1880,Bama,F,6
751,1880,Bena,F,6
752,1880,Byrd,F,6
753,1880,Calla,F,6
754,1880,Camilla,F,6
755,1880,Carey,F,6
756,1880,Carlotta,F,6
757,1880,Celestia,F,6
758,1880,Cherry,F,6
759,1880,Cinda,F,6
760,1880,Classie,F,6
761,1880,Claudine,F,6
762,1880,Clemie,F,6
763,1880,Clifford,F,6
764,1880,Clyda,F,6
765,1880,Creola,F,6
766,1880,Debbie,F,6
767,1880,Dee,F,6
768,1880,Dinah,F,6
769,1880,Doshia,F,6
770,1880,Ednah,F,6
771,1880,Edyth,F,6
772,1880,Eleanora,F,6
773,1880,Electa,F,6
774,1880,Eola,F,6
775,1880,Erie,F,6
776,1880,Eudora,F,6
777,1880,Euphemia,F,6
778,1880,Evalena,F,6
779,1880,Evaline,F,6
780,1880,Faith,F,6
781,1880,Fidelia,F,6
782,1880,Freddie,F,6
783,1880,Golda,F,6
784,1880,Harry,F,6
785,1880,Helma,F,6
786,1880,Hermine,F,6
787,1880,Hessie,F,6
788,1880,Ivah,F,6
789,1880,Janette,F,6
790,1880,Jennette,F,6
791,1880,Joella,F,6
792,1880,Kathryne,F,6
793,1880,Lacy,F,6
794,1880,Lanie,F,6
795,1880,Lauretta,F,6
796,1880,Leana,F,6
797,1880,Leatha,F,6
798,1880,Leo,F,6
799,1880,Liller,F,6
800,1880,Lillis,F,6
801,1880,Louetta,F,6
802,1880,Madie,F,6
803,1880,Mai,F,6
804,1880,Martina,F,6
805,1880,Maryann,F,6
806,1880,Melva,F,6
807,1880,Mena,F,6
808,1880,Mercedes,F,6
809,1880,Merle,F,6
810,1880,Mima,F,6
811,1880,Minda,F,6
812,1880,Monica,F,6
813,1880,Nealie,F,6
814,1880,Netta,F,6
815,1880,Nolia,F,6
816,1880,Nonie,F,6
817,1880,Odelia,F,6
818,1880,Ottilie,F,6
819,1880,Phyllis,F,6
820,1880,Robbie,F,6
821,1880,Sabina,F,6
822,1880,Sada,F,6
823,1880,Sammie,F,6
824,1880,Suzanne,F,6
825,1880,Sybilla,F,6
826,1880,Thea,F,6
827,1880,Tressie,F,6
828,1880,Vallie,F,6
829,1880,Venie,F,6
830,1880,Viney,F,6
831,1880,Wilhelmine,F,6
832,1880,Winona,F,6
833,1880,Zelda,F,6
834,1880,Zilpha,F,6
835,1880,Adelle,F,5
836,1880,Adina,F,5
837,1880,Adrienne,F,5
838,1880,Albertine,F,5
839,1880,Alys,F,5
840,1880,Ana,F,5
841,1880,Araminta,F,5
842,1880,Arthur,F,5
843,1880,Birtha,F,5
844,1880,Bulah,F,5
845,1880,Caddie,F,5
846,1880,Celie,F,5
847,1880,Charlotta,F,5
848,1880,Clair,F,5
849,1880,Concepcion,F,5
850,1880,Cordella,F,5
851,1880,Corrine,F,5
852,1880,Delila,F,5
853,1880,Delphine,F,5
854,1880,Dosha,F,5
855,1880,Edgar,F,5
856,1880,Elaine,F,5
857,1880,Elisa,F,5
858,1880,Ellar,F,5
859,1880,Elmire,F,5
860,1880,Elvina,F,5
861,1880,Ena,F,5
862,1880,Estie,F,5
863,1880,Etter,F,5
864,1880,Fronnie,F,5
865,1880,Genie,F,5
866,1880,Georgina,F,5
867,1880,Glenn,F,5
868,1880,Gracia,F,5
869,1880,Guadalupe,F,5
870,1880,Gwendolyn,F,5
871,1880,Hassie,F,5
872,1880,Honora,F,5
873,1880,Icy,F,5
874,1880,Isa,F,5
875,1880,Isadora,F,5
876,1880,Jesse,F,5
877,1880,Jewel,F,5
878,1880,Joe,F,5
879,1880,Johannah,F,5
880,1880,Juana,F,5
881,1880,Judith,F,5
882,1880,Judy,F,5
883,1880,Junie,F,5
884,1880,Lavonia,F,5
885,1880,Lella,F,5
886,1880,Lemma,F,5
887,1880,Letty,F,5
888,1880,Linna,F,5
889,1880,Littie,F,5
890,1880,Lollie,F,5
891,1880,Lorene,F,5
892,1880,Louis,F,5
893,1880,Love,F,5
894,1880,Lovisa,F,5
895,1880,Lucina,F,5
896,1880,Lynn,F,5
897,1880,Madora,F,5
898,1880,Mahalia,F,5
899,1880,Manervia,F,5
900,1880,Manuela,F,5
901,1880,Margarett,F,5
902,1880,Margaretta,F,5
903,1880,Margarita,F,5
904,1880,Marilla,F,5
905,1880,Mignon,F,5
906,1880,Mozella,F,5
907,1880,Natalie,F,5
908,1880,Nelia,F,5
909,1880,Nolie,F,5
910,1880,Omie,F,5
911,1880,Opal,F,5
912,1880,Ossie,F,5
913,1880,Ottie,F,5
914,1880,Ottilia,F,5
915,1880,Parthenia,F,5
916,1880,Penelope,F,5
917,1880,Pinkey,F,5
918,1880,Pollie,F,5
919,1880,Rennie,F,5
920,1880,Reta,F,5
921,1880,Roena,F,5
922,1880,Rosalee,F,5
923,1880,Roseanna,F,5
924,1880,Ruthie,F,5
925,1880,Sabra,F,5
926,1880,Sannie,F,5
927,1880,Selena,F,5
928,1880,Sibyl,F,5
929,1880,Tella,F,5
930,1880,Tempie,F,5
931,1880,Tennessee,F,5
932,1880,Teressa,F,5
933,1880,Texas,F,5
934,1880,Theda,F,5
935,1880,Thelma,F,5
936,1880,Thursa,F,5
937,1880,Ula,F,5
938,1880,Vannie,F,5
939,1880,Verona,F,5
940,1880,Vertie,F,5
941,1880,Wilma,F,5
2000,1881,Mary,F,6919
2001,1881,Anna,F,2698
2002,1881,Emma,F,2034
2003,1881,Elizabeth,F,1852
2004,1881,Margaret,F,1658
2005,1881,Minnie,F,1653
2006,1881,Ida,F,1439
2007,1881,Annie,F,1326
2008,1881,Bertha,F,1324
2009,1881,Alice,F,1308
2010,1881,Clara,F,1242
2011,1881,Sarah,F,1226
2012,1881,Ella,F,1148
2013,1881,Nellie,F,1096
2014,1881,Grace,F,1089
2015,1881,Florence,F,1046
2016,1881,Martha,F,1044
2017,1881,Cora,F,969
2018,1881,Laura,F,962
2019,1881,Carrie,F,958
2020,1881,Maude,F,923
2021,1881,Bessie,F,903
2022,1881,Mabel,F,893
2023,1881,Gertrude,F,791
2024,1881,Ethel,F,788
2025,1881,Jennie,F,784
2026,1881,Edith,F,778
2027,1881,Hattie,F,775
2028,1881,Mattie,F,754
2029,1881,Julia,F,737
2030,1881,Rose,F,734
2031,1881,Lillian,F,723
2032,1881,Lillie,F,678
2033,1881,Eva,F,661
2034,1881,Jessie,F,661
2035,1881,Lula,F,655
2036,1881,Myrtle,F,643
2037,1881,Pearl,F,641
2038,1881,Edna,F,637
2039,1881,Catherine,F,635
2040,1881,Ada,F,628
2041,1881,Louise,F,617
2042,1881,Helen,F,612
2043,1881,Lucy,F,611
2044,1881,Frances,F,586
2045,1881,Dora,F,585
2046,1881,Fannie,F,565
2047,1881,Josephine,F,563
2048,1881,Daisy,F,562
2049,1881,Lena,F,555
2050,1881,Maggie,F,532
2051,1881,Katherine,F,504
2052,1881,Rosa,F,500
2053,1881,Marie,F,499
2054,1881,Nora,F,498
2055,1881,Effie,F,463
2056,1881,Blanche,F,456
2057,1881,May,F,451
